model consumption,emissions,energylabel
Opel Movano,Chasis,MY17,2.3,CDTI,Start,&,Stop,165,Cv,L3H1,3.500,kg,M6RG8.2,216,NA
Opel Movano,Chasis,MY17,Doble,Cabina,2.3,CDTI,125,Cv,L2H1,3.500,kg,M6,8.6,226,NA
Opel Movano,Chasis,MY17,Doble,Cabina,2.3,CDTI,125,Cv,L3H1,3.500,kg,M6,8.6,226,NA
Opel Movano,Chasis,MY17,Doble,Cabina,2.3,CDTI,Start,&,Stop,165,Cv,L2H1,3.500,kg,M6,7.2,190,NA
Opel Movano,Chasis,MY17,Doble,Cabina,2.3,CDTI,Start,&,Stop,165,Cv,L3H1,3.500,kg,M6,7.2,190,NA
Opel Movano,Combi,2.3,CDTI,145,Cv,3.000,kg,M6,L1H1,6.3,165,B
Opel Movano,Combi,2.3,CDTI,145,Cv,3.300,kg,M6,L1H1,6.3,165,B
Opel Movano,Combi,2.3,CDTI,145,Cv,3.300,kg,M6,L2H2,6.6,173,A
Opel Movano,Combi,2.3,CDTI,145,Cv,3.300,kg,M6,L2H2,,6.4,168,A
Opel Movano,Combi,2.3,CDTI,145,Cv,3.500,kg,M6,L2H2,6.6,173,A
Opel Movano,Combi,2.3,CDTI,145,Cv,3.500,kg,M6,L2H2,,6.4,168,A
Opel Movano,Combi,2.3,CDTI,170,Cv,3.000,kg,M6,L1H1,6.3,165,B
Opel Movano,Combi,2.3,CDTI,170,Cv,3.300,kg,M6,L1H1,6.3,165,B
Opel Movano,Combi,2.3,CDTI,170,Cv,3.300,kg,M6,L2H2,6.6,173,A
Opel Movano,Combi,2.3,CDTI,170,Cv,3.300,kg,M6,L2H2,,6.4,168,A
Opel Movano,Combi,2.3,CDTI,170,Cv,3.500,kg,M6,L2H2,6.6,173,A
Opel Movano,Combi,2.3,CDTI,170,Cv,3.500,kg,M6,L2H2,,6.4,168,A
Opel Movano,Combi,MY10,2.3,CDTI,125,Cv,3.000,kg,M6,L1H1,7.5,205,D
Opel Movano,Combi,MY10,2.3,CDTI,125,Cv,3.300,kg,M6,L2H2,7.7,209,B
Opel Movano,Combi,MY10,2.3,CDTI,125,Cv,3.500,kg,M6,L1H1,7.5,205,D
Opel Movano,Combi,MY10,2.3,CDTI,125,Cv,3.500,kg,M6,L2H2,7.7,209,B
Opel Movano,Combi,MY10,2.3,CDTI,146,Cv,3.300,kg,M6,L2H2,8.2,216,C
Opel Movano,Combi,MY10,2.3,CDTI,146,Cv,3.500,kg,M6,L2H2,8.2,216,C
Opel Movano,Combi,MY11,2.3,CDTI,100,Cv,3.000,kg,M6,L1H1,7.5,205,D
Opel Movano,Combi,MY12,2.3,CDTI,100,Cv,3.000,kg,M6,L1H1,7.5,205,D
Opel Movano,Combi,MY12,2.3,CDTI,125,Cv,3.000,kg,M6,L1H1,7.2,190,C
Opel Movano,Combi,MY12,2.3,CDTI,125,Cv,3.300,kg,M6,L1H1,7.5,205,D
Opel Movano,Combi,MY12,2.3,CDTI,125,Cv,3.300,kg,M6,L2H2,7.7,209,B
Opel Movano,Combi,MY12,2.3,CDTI,125,Cv,3.500,kg,M6,L2H2,7.7,209,B
Opel Movano,Combi,MY12,2.3,CDTI,146,Cv,3.000,kg,M6,L1H1,8.2,216,D
Opel Movano,Combi,MY12,2.3,CDTI,146,Cv,3.300,kg,A6,Easytronic,L1H1,7.7,204,D
Opel Movano,Combi,MY12,2.3,CDTI,146,Cv,3.300,kg,A6,Easytronic,L2H2,7.7,204,B
Opel Movano,Combi,MY12,2.3,CDTI,146,Cv,3.300,kg,M6,L1H1,8.2,216,D
Opel Movano,Combi,MY12,2.3,CDTI,146,Cv,3.300,kg,M6,L2H2,8.2,216,C
Opel Movano,Combi,MY12,2.3,CDTI,146,Cv,3.500,kg,A6,Easytronic,L2H2,7.7,204,B
Opel Movano,Combi,MY12,2.3,CDTI,146,Cv,3.500,kg,M6,L2H2,8.2,216,C
Opel Movano,Combi,MY12.5,2.3,CDTI,146,Cv,3.000,kg,M6,L1H1,8.4,221,E
Opel Movano,Combi,MY12.5,2.3,CDTI,146,Cv,3.300,kg,A6,Easytronic,L2H2,7.9,208,C
Opel Movano,Combi,MY12.5,2.3,CDTI,146,Cv,3.300,kg,M6,L1H1,8.4,221,E
Opel Movano,Combi,MY12.5,2.3,CDTI,146,Cv,3.300,kg,M6,L2H2,8.5,224,C
Opel Movano,Combi,MY12.5,2.3,CDTI,146,Cv,3.500,kg,A6,Easytronic,L2H2,7.9,208,C
Opel Movano,Combi,MY12.5,2.3,CDTI,146,Cv,3.500,kg,M6,L2H2,8.5,224,C
Opel Movano,Combi,MY14,2.3,CDTI,150,Cv,3.300,kg,A6,Easytronic,L2H2,7.4,194,B
Opel Movano,Combi,MY14,2.3,CDTI,150,Cv,3.500,kg,A6,Easytronic,L2H2,7.4,194,B
Opel Movano,Combi,MY15.5,2.3,CDTI,100,Cv,3.000,kg,M6,L1H1,7.2,190,C
Opel Movano,Combi,MY15.5,2.3,CDTI,110,Cv,3.000,kg,M6,L1H1,7.2,190,C
Opel Movano,Combi,MY15.5,2.3,CDTI,125,Cv,3.000,kg,M6,L1H1,7.2,190,C
Opel Movano,Combi,MY15.5,2.3,CDTI,125,Cv,3.300,kg,M6,L1H1,7.2,190,C
Opel Movano,Combi,MY15.5,2.3,CDTI,125,Cv,3.300,kg,M6,L2H2,7.4,195,B
Opel Movano,Combi,MY15.5,2.3,CDTI,125,Cv,3.500,kg,M6,L2H2,7.4,195,B
Opel Movano,Combi,MY15.5,2.3,CDTI,150,Cv,3.000,kg,M6,L1H1,8,211,D
Opel Movano,Combi,MY15.5,2.3,CDTI,150,Cv,3.300,kg,A6,Easytronic,L1H1,7.4,194,C
Opel Movano,Combi,MY15.5,2.3,CDTI,150,Cv,3.300,kg,A6,Easytronic,L2H2,7.6,198,B
Opel Movano,Combi,MY15.5,2.3,CDTI,150,Cv,3.300,kg,M6,L1H1,8,211,D
Opel Movano,Combi,MY15.5,2.3,CDTI,150,Cv,3.300,kg,M6,L2H2,8,211,C
Opel Movano,Combi,MY15.5,2.3,CDTI,150,Cv,3.500,kg,A6,Easytronic,L2H2,7.6,198,B
Opel Movano,Combi,MY15.5,2.3,CDTI,150,Cv,3.500,kg,M6,L2H2,8,211,C
Opel Movano,Combi,MY15.5,2.3,CDTI,Start,&,Stop,165,Cv,3.000,kg,M6,L1H1,6.4,166,B
Opel Movano,Combi,MY15.5,2.3,CDTI,Start,&,Stop,165,Cv,3.300,kg,M6,L1H1,6.4,166,B
Opel Movano,Combi,MY15.5,2.3,CDTI,Start,&,Stop,165,Cv,3.300,kg,M6,L2H2,6.5,170,A
Opel Movano,Combi,MY15.5,2.3,CDTI,Start,&,Stop,165,Cv,3.500,kg,M6,L2H2,6.5,170,A
Opel Movano,Furgon,2.3,CDTI,110,Cv,L1H1,2.800,kg,M6,7.8,207,NA
Opel Movano,Furgon,2.3,CDTI,110,Cv,L1H1,2.800,kg,M6,7.8,204,NA
Opel Movano,Furgon,2.3,CDTI,110,Cv,L1H1,2.800,kg,M6(FC1),7.7,201,NA
Opel Movano,Furgon,2.3,CDTI,110,Cv,L1H1,3.500,kg,M6,7.8,207,NA
Opel Movano,Furgon,2.3,CDTI,110,Cv,L1H1,3.500,kg,M6,7.8,204,NA
Opel Movano,Furgon,2.3,CDTI,110,Cv,L1H1,3.500,kg,M6,7.7,201,NA
Opel Movano,Furgon,2.3,CDTI,110,Cv,L1H2,3.300,kg,M6,7.8,207,NA
Opel Movano,Furgon,2.3,CDTI,110,Cv,L1H2,3.300,kg,M6,7.8,204,NA
Opel Movano,Furgon,2.3,CDTI,110,Cv,L1H2,3.300,kg,M6,7.7,201,NA
Opel Movano,Furgon,2.3,CDTI,110,Cv,L1H2,3.500,kg,M6,7.8,207,NA
Opel Movano,Furgon,2.3,CDTI,110,Cv,L1H2,3.500,kg,M6,7.8,204,NA
Opel Movano,Furgon,2.3,CDTI,110,Cv,L1H2,3.500,kg,M6,7.7,201,NA
Opel Movano,Furgon,2.3,CDTI,110,Cv,L2H2,3.300,kg,M6,7.8,207,NA
Opel Movano,Furgon,2.3,CDTI,110,Cv,L2H2,3.300,kg,M6,7.8,204,NA
Opel Movano,Furgon,2.3,CDTI,110,Cv,L2H2,3.300,kg,M6(FC2),8,211,NA
Opel Movano,Furgon,2.3,CDTI,110,Cv,L2H2,3.500,kg,M6,7.8,204,NA
Opel Movano,Furgon,2.3,CDTI,110,Cv,L2H2,3.500,kg,M6,7.8,207,NA
Opel Movano,Furgon,2.3,CDTI,110,Cv,L2H2,3.500,kg,M6(FC2),8,211,NA
Opel Movano,Furgon,2.3,CDTI,110,Cv,L2H3,3.500,kg,M6,7.8,204,NA
Opel Movano,Furgon,2.3,CDTI,110,Cv,L2H3,3.500,kg,M6,7.8,207,NA
Opel Movano,Furgon,2.3,CDTI,110,Cv,L2H3,3.500,kg,M6(FC2),8,211,NA
Opel Movano,Furgon,2.3,CDTI,110,Cv,L3H2,3.500,kg,M6,7.9,207,NA
Opel Movano,Furgon,2.3,CDTI,110,Cv,L3H2,3.500,kg,M6,8,211,NA
Opel Movano,Furgon,2.3,CDTI,125,Cv,L1H1,2.800,kg,M6,7.8,207,NA
Opel Movano,Furgon,2.3,CDTI,125,Cv,L1H1,3.500,kg,M6,7.8,207,NA
Opel Movano,Furgon,2.3,CDTI,125,Cv,L1H2,3.300,kg,M6,7.8,207,NA
Opel Movano,Furgon,2.3,CDTI,125,Cv,L1H2,3.500,kg,M6,7.8,207,NA
Opel Movano,Furgon,2.3,CDTI,125,Cv,L2H2,3.300,kg,M6,7.8,207,NA
Opel Movano,Furgon,2.3,CDTI,125,Cv,L2H2,3.300,kg,M6(FC2),8,211,NA
Opel Movano,Furgon,2.3,CDTI,125,Cv,L2H2,3.500,kg,M6,7.8,207,NA
Opel Movano,Furgon,2.3,CDTI,125,Cv,L2H2,3.500,kg,M6(FC2),8,211,NA
Opel Movano,Furgon,2.3,CDTI,125,Cv,L2H3,3.500,kg,M6,7.8,207,NA
Opel Movano,Furgon,2.3,CDTI,125,Cv,L2H3,3.500,kg,M6(FC2),8,211,NA
Opel Movano,Furgon,2.3,CDTI,125,Cv,L3H2,3.500,kg,M6,8,211,NA
Opel Movano,Furgon,2.3,CDTI,125,Cv,L3H2,3.500,kg,M6,RG8.9,232,NA
Opel Movano,Furgon,2.3,CDTI,125,Cv,L3H2,3.500,kg,M6,RS,9.4,246,NA
Opel Movano,Furgon,2.3,CDTI,125,Cv,L3H3,3.500,kg,M6,8,211,NA
Opel Movano,Furgon,2.3,CDTI,125,Cv,L3H3,3.500,kg,M6,RG8.9,232,NA
Opel Movano,Furgon,2.3,CDTI,125,Cv,L3H3,3.500,kg,M6,RS,9.4,246,NA
Opel Movano,Furgon,2.3,CDTI,125,Cv,L4H2,3.500,kg,M6,RG8.9,232,NA
Opel Movano,Furgon,2.3,CDTI,125,Cv,L4H3,3.500,kg,M6,RG8.9,232,NA
Opel Movano,Furgon,2.3,CDTI,130,Cv,L1H1,2.800,kg,M6,7.8,204,NA
Opel Movano,Furgon,2.3,CDTI,130,Cv,L1H1,2.800,kg,M6,7.7,201,NA
Opel Movano,Furgon,2.3,CDTI,130,Cv,L1H1,3.500,kg,M6,7.8,204,NA
Opel Movano,Furgon,2.3,CDTI,130,Cv,L1H1,3.500,kg,M6,7.7,201,NA
Opel Movano,Furgon,2.3,CDTI,130,Cv,L1H2,3.300,kg,M6,7.8,204,NA
Opel Movano,Furgon,2.3,CDTI,130,Cv,L1H2,3.300,kg,M6,7.7,201,NA
Opel Movano,Furgon,2.3,CDTI,130,Cv,L1H2,3.500,kg,M6,7.8,204,NA
Opel Movano,Furgon,2.3,CDTI,130,Cv,L1H2,3.500,kg,M6,7.7,201,NA
Opel Movano,Furgon,2.3,CDTI,130,Cv,L2H2,3.300,kg,M6,7.8,204,NA
Opel Movano,Furgon,2.3,CDTI,130,Cv,L2H2,3.500,kg,M6,7.8,204,NA
Opel Movano,Furgon,2.3,CDTI,130,Cv,L2H3,3.500,kg,M6,7.8,204,NA
Opel Movano,Furgon,2.3,CDTI,130,Cv,L3H2,3.500,kg,M6,RG9.3,242,NA
Opel Movano,Furgon,2.3,CDTI,130,Cv,L3H2,3.500,kg,M6,RS,9,232,NA
Opel Movano,Furgon,2.3,CDTI,130,Cv,L3H3,3.500,kg,M6,7.9,207,NA
Opel Movano,Furgon,2.3,CDTI,130,Cv,L3H3,3.500,kg,M6,RG9.3,242,NA
Opel Movano,Furgon,2.3,CDTI,130,Cv,L3H3,3.500,kg,M6,RS,9,232,NA
Opel Movano,Furgon,2.3,CDTI,130,Cv,L4H2,3.500,kg,M6,RG9.3,242,NA
Opel Movano,Furgon,2.3,CDTI,130,Cv,L4H3,3.500,kg,M6,RG9.3,242,NA
Opel Movano,Furgon,2.3,CDTI,145,Cv,L2H3,3.500,kg,M6,7,183,NA
Opel Movano,Furgon,2.3,CDTI,150,Cv,L2H2,3.500,kg,M6,8.3,219,NA
Opel Movano,Furgon,2.3,CDT,Biturbo,Start,&,Stop,145,Cv,L2H2,3.500,kg,M6,7,183,NA
Opel Movano,Furgon,2.3,CDT,Biturbo,Start,&,Stop,145,Cv,L3H3,3.500,kg,M6,7.2,186,NA
Opel Movano,Furgon,2.3,CDT,Biturbo,Start,&,Stop,170,Cv,L2H2,3.500,kg,M6,T.,7.2,186,NA
Opel Movano,Furgon,2.3,CDT,Biturbo,Start,&,Stop,170,Cv,L3H3,3.500,kg,M6,7.3,189,NA
Opel Movano,Furgon,2.3,CDTI,Start,&,Stop,130,Cv,L3H2,3.500,kg,M6,7.9,207,NA
Opel Movano,Furgon,2.3,CDTI,Start,&,Stop,130,Cv,L4H2,3.500,kg,M6,RS,9,232,NA
Opel Movano,Furgon,2.3,CDTI,Start,&,Stop,130,Cv,L4H3,3.500,kg,M6,RS,9,232,NA
Opel Movano,Furgon,2.3,CDTI,Start,&,Stop,136,Cv,L2H2,3.500,kg,M6,6.9,180,NA
Opel Movano,Furgon,2.3,CDTI,Start,&,Stop,136,Cv,L2H2,3.500,kg,M6(FC2),7,184,NA
Opel Movano,Furgon,2.3,CDTI,Start,&,Stop,136,Cv,L3H2,3.500,kg,M6,7,184,NA
Opel Movano,Furgon,2.3,CDTI,Start,&,Stop,145,Cv,L3H2,3.500,kg,M6,7.2,186,NA
Opel Movano,Furgon,2.3,CDTI,Start,&,Stop,163,Cv,L3H2,3.500,kg,M6,RG8.6,222,NA
Opel Movano,Furgon,2.3,CDTI,Start,&,Stop,163,Cv,L3H2,3.500,kg,M6,RS,8.2,212,NA
Opel Movano,Furgon,2.3,CDTI,Start,&,Stop,163,Cv,L3H3,3.500,kg,M6,RG8.6,222,NA
Opel Movano,Furgon,2.3,CDTI,Start,&,Stop,163,Cv,L3H3,3.500,kg,M6,RS,8.2,212,NA
Opel Movano,Furgon,2.3,CDTI,Start,&,Stop,163,Cv,L4H2,3.500,kg,M6,RG8.6,222,NA
Opel Movano,Furgon,2.3,CDTI,Start,&,Stop,163,Cv,L4H2,3.500,kg,M6,RS,8.2,212,NA
Opel Movano,Furgon,2.3,CDTI,Start,&,Stop,163,Cv,L4H3,3.500,kg,M6,RG8.6,222,NA
Opel Movano,Furgon,2.3,CDTI,Start,&,Stop,163,Cv,L4H3,3.500,kg,M6,RS,8.2,212,NA
Opel Movano,Furgon,2.3,CDTI,Start,&,Stop,165,Cv,L2H2,3.500,kg,M6,6.9,180,NA
Opel Movano,Furgon,2.3,CDTI,Start,&,Stop,165,Cv,L2H2,3.500,kg,M6(FC2),7,184,NA
Opel Movano,Furgon,2.3,CDTI,Start,&,Stop,165,Cv,L2H3,3.500,kg,M6,6.9,180,NA
Opel Movano,Furgon,2.3,CDTI,Start,&,Stop,165,Cv,L2H3,3.500,kg,M6(FC2),7,184,NA
Opel Movano,Furgon,2.3,CDTI,Start,&,Stop,165,Cv,L3H2,3.500,kg,M6,7,184,NA
Opel Movano,Furgon,2.3,CDTI,Start,&,Stop,165,Cv,L3H2,3.500,kg,M6,RG8.1,212,NA
Opel Movano,Furgon,2.3,CDTI,Start,&,Stop,165,Cv,L3H2,3.500,kg,M6,RG,(FC2),8.2,216,NA
Opel Movano,Furgon,2.3,CDTI,Start,&,Stop,165,Cv,L3H2,3.500,kg,M6,RS,8.3,217,NA
Opel Movano,Furgon,2.3,CDTI,Start,&,Stop,165,Cv,L3H3,3.500,kg,M6,7,184,NA
Opel Movano,Furgon,2.3,CDTI,Start,&,Stop,165,Cv,L3H3,3.500,kg,M6,RG8.1,212,NA
Opel Movano,Furgon,2.3,CDTI,Start,&,Stop,165,Cv,L3H3,3.500,kg,M6,RG,(FC2),8.2,216,NA
Opel Movano,Furgon,2.3,CDTI,Start,&,Stop,165,Cv,L3H3,3.500,kg,M6,RS,8.3,217,NA
Opel Movano,Furgon,2.3,CDTI,Start,&,Stop,165,Cv,L4H2,3.500,kg,M6,RG8.2,216,NA
Opel Movano,Furgon,2.3,CDTI,Start,&,Stop,165,Cv,L4H3,3.500,kg,M6,RG8.2,216,NA
Opel Movano,Furgon,2.3,CDTI,Start,&,Stop,170,Cv,L2H3,3.500,kg,M6,7.2,186,NA
Opel Movano,Furgon,2.3,CDTI,Start,&,Stop,170,Cv,L3H2,3.500,kg,M6,7.3,189,NA
Opel Movano,Furgon,Doble,Cabina,2.3,CDTI,125,Cv,L2,3.500,kg,M6,8,211,NA
Opel Movano,Furgon,Doble,Cabina,2.3,CDTI,130,Cv,L2H2,3.500,kg,M6,7.9,207,NA
Opel Movano,Furgon,Doble,Cabina,2.3,CDTI,130,Cv,L3H2,3.500,kg,M6,7.9,207,NA
Opel Movano,Furgon,MY12,2.3,CDTI,100,Cv,L1H1,2.800,kg,M6,8.1,214,NA
Opel Movano,Furgon,MY12,2.3,CDTI,100,Cv,L1H1,3.500,kg,M6,8.2,218,NA
Opel Movano,Furgon,MY12,2.3,CDTI,100,Cv,L1H2,3.300,kg,M6,8.3,221,NA
Opel Movano,Furgon,MY12,2.3,CDTI,100,Cv,L1H2,3.500,kg,M6,8.3,221,NA
Opel Movano,Furgon,MY12,2.3,CDTI,100,Cv,L2H2,3.300,kg,M6,8.6,226,NA
Opel Movano,Furgon,MY12,2.3,CDTI,100,Cv,L2H2,3.500,kg,M6,8.6,226,NA
Opel Movano,Furgon,MY12,2.3,CDTI,100,Cv,L2H3,3.500,kg,M6,8.6,226,NA
Opel Movano,Furgon,MY12,2.3,CDTI,100,Cv,L3H2,3.500,kg,M6,8.6,226,NA
Opel Movano,Furgon,MY12,2.3,CDTI,125,Cv,L1H1,2.800,kg,M6,8.3,221,NA
Opel Movano,Furgon,MY12,2.3,CDTI,125,Cv,L1H1,3.500,kg,M6,8.2,218,NA
Opel Movano,Furgon,MY12,2.3,CDTI,125,Cv,L1H2,3.300,kg,M6,8.3,221,NA
Opel Movano,Furgon,MY12,2.3,CDTI,125,Cv,L1H2,3.500,kg,M6,8.3,221,NA
Opel Movano,Furgon,MY12,2.3,CDTI,125,Cv,L2H2,3.300,kg,M6,8.6,226,NA
Opel Movano,Furgon,MY12,2.3,CDTI,125,Cv,L2H2,3.500,kg,M6,8.6,226,NA
Opel Movano,Furgon,MY12,2.3,CDTI,125,Cv,L2H3,3.500,kg,M6,8.6,226,NA
Opel Movano,Furgon,MY12,2.3,CDTI,125,Cv,L3H2,3.500,kg,M6,8.6,226,NA
Opel Movano,Furgon,MY12,2.3,CDTI,125,Cv,L3H2,3.500,kg,M6,RG9.4,249,NA
Opel Movano,Furgon,MY12,2.3,CDTI,125,Cv,L3H2,3.500,kg,M6,RS,9.4,249,NA
Opel Movano,Furgon,MY12,2.3,CDTI,125,Cv,L3H3,3.500,kg,M6,8.6,226,NA
Opel Movano,Furgon,MY12,2.3,CDTI,125,Cv,L3H3,3.500,kg,M6,RG9.4,249,NA
Opel Movano,Furgon,MY12,2.3,CDTI,125,Cv,L3H3,3.500,kg,M6,RS,9.4,249,NA
Opel Movano,Furgon,MY12,2.3,CDTI,125,Cv,L4H2,3.500,kg,M6,RG9.4,249,NA
Opel Movano,Furgon,MY12,2.3,CDTI,125,Cv,L4H3,3.500,kg,M6,RG9.4,249,NA
Opel Movano,Furgon,MY12,2.3,CDTI,146,Cv,L2H2,3.500,kg,M6,8.7,229,NA
Opel Movano,Furgon,MY12,2.3,CDTI,146,Cv,L2H3,3.500,kg,M6,8.7,229,NA
Opel Movano,Furgon,MY12,2.3,CDTI,146,Cv,L3H2,3.500,kg,M6,8.9,233,NA
Opel Movano,Furgon,MY12,2.3,CDTI,146,Cv,L3H2,3.500,kg,M6,RG9.4,249,NA
Opel Movano,Furgon,MY12,2.3,CDTI,146,Cv,L3H2,3.500,kg,M6,RS,9.8,260,NA
Opel Movano,Furgon,MY12,2.3,CDTI,146,Cv,L3H3,3.500,kg,M6,8.9,233,NA
Opel Movano,Furgon,MY12,2.3,CDTI,146,Cv,L3H3,3.500,kg,M6,RG9.4,249,NA
Opel Movano,Furgon,MY12,2.3,CDTI,146,Cv,L3H3,3.500,kg,M6,RS,9.8,260,NA
Opel Movano,Furgon,MY12,2.3,CDTI,146,Cv,L4H2,3.500,kg,M6,RG9.4,249,NA
Opel Movano,Furgon,MY12,2.3,CDTI,146,Cv,L4H3,3.500,kg,M6,RG9.4,249,NA
Opel Movano,Furgon,MY12,Doble,Cabina,2.3,CDTI,125,Cv,L2,3.500,kg,M6,8.6,226,NA
Opel Movano,Furgon,MY12'5,2.3,CDTI,125,Cv,L2H2,3.500,kg,M6,8,209,NA
Opel Movano,Furgon,MY13,2.3,CDTI,125,Cv,L3H2,3.500,kg,M6,8,209,NA
Opel Movano,Furgon,MY14,2.3,CDTI,125,Cv,L1H1,2.800,kg,M6,7.8,205,NA
Opel Movano,Furgon,MY14,2.3,CDTI,125,Cv,L1H1,3.500,kg,M6,7.8,205,NA
Opel Movano,Furgon,MY14,2.3,CDTI,125,Cv,L1H2,3.300,kg,M6,7.8,205,NA
Opel Movano,Furgon,MY14,2.3,CDTI,125,Cv,L1H2,3.500,kg,M6,7.8,205,NA
Opel Movano,Furgon,MY14,2.3,CDTI,125,Cv,L2H2,3.300,kg,M6,7.8,205,NA
Opel Movano,Furgon,MY14,2.3,CDTI,125,Cv,L2H2,3.500,kg,M6,7.8,205,NA
Opel Movano,Furgon,MY14,2.3,CDTI,125,Cv,L2H3,3.500,kg,M6,7.8,205,NA
Opel Movano,Furgon,MY14,2.3,CDTI,125,Cv,L3H2,3.500,kg,M6,RS,9.2,240,NA
Opel Movano,Furgon,MY14,2.3,CDTI,125,Cv,L3H3,3.500,kg,M6,8,209,NA
Opel Movano,Furgon,MY14,2.3,CDTI,125,Cv,L3H3,3.500,kg,M6,RS,9.2,240,NA
Opel Movano,Furgon,MY14,Doble,Cabina,2.3,CDTI,125,Cv,L2,3.500,kg,M6,8,209,NA
Opel Movano,Furgon,MY14'5,2.3,CDTI,100,Cv,L1H1,2.800,kg,M6,7.5,197,NA
Opel Movano,Furgon,MY14'5,2.3,CDTI,100,Cv,L1H1,3.500,kg,M6,7.8,205,NA
Opel Movano,Furgon,MY14'5,2.3,CDTI,100,Cv,L1H2,3.300,kg,M6,7.8,205,NA
Opel Movano,Furgon,MY14'5,2.3,CDTI,100,Cv,L1H2,3.500,kg,M6,7.8,205,NA
Opel Movano,Furgon,MY14'5,2.3,CDTI,100,Cv,L2H2,3.300,kg,M6,7.8,205,NA
Opel Movano,Furgon,MY14'5,2.3,CDTI,100,Cv,L2H2,3.500,kg,M6,7.8,205,NA
Opel Movano,Furgon,MY14'5,2.3,CDTI,100,Cv,L2H3,3.500,kg,M6,7.8,205,NA
Opel Movano,Furgon,MY14'5,2.3,CDTI,100,Cv,L3H2,3.500,kg,M6,8,209,NA
Opel Movano,Furgon,MY14'5,2.3,CDTI,150,Cv,L2H2,3.500,kg,M6,8.3,219,NA
Opel Movano,Furgon,MY14'5,2.3,CDTI,150,Cv,L2H3,3.500,kg,M6,8.3,219,NA
Opel Movano,Furgon,MY14'5,2.3,CDTI,150,Cv,L3H2,3.500,kg,M6,8.3,223,NA
Opel Movano,Furgon,MY14'5,2.3,CDTI,150,Cv,L3H2,3.500,kg,M6,RG8.9,232,NA
Opel Movano,Furgon,MY14'5,2.3,CDTI,150,Cv,L3H2,3.500,kg,M6,RS,9.4,246,NA
Opel Movano,Furgon,MY14'5,2.3,CDTI,150,Cv,L3H3,3.500,kg,M6,8.3,223,NA
Opel Movano,Furgon,MY14'5,2.3,CDTI,150,Cv,L3H3,3.500,kg,M6,RG8.9,232,NA
Opel Movano,Furgon,MY14'5,2.3,CDTI,150,Cv,L3H3,3.500,kg,M6,RS,9.4,246,NA
Opel Movano,Furgon,MY14'5,2.3,CDTI,150,Cv,L4H2,3.500,kg,M6,RG8.9,232,NA
Opel Movano,Furgon,MY14'5,2.3,CDTI,150,Cv,L4H3,3.500,kg,M6,RG8.9,232,NA
Opel Movano,Furgon,MY17,2.3,CDTI,110,Cv,L1H1,2.800,kg,M6,7.8,207,NA
Opel Movano,Furgon,MY17,2.3,CDTI,110,Cv,L1H1,3.500,kg,M6,7.8,207,NA
Opel Movano,Furgon,MY17,2.3,CDTI,110,Cv,L1H2,3.300,kg,M6,7.8,207,NA
Opel Movano,Furgon,MY17,2.3,CDTI,110,Cv,L2H2,3.300,kg,M6,7.8,207,NA
Opel Movano,Furgon,MY17,2.3,CDTI,110,Cv,L2H2,3.500,kg,M6,7.8,207,NA
Opel Movano,Furgon,MY17,2.3,CDTI,110,Cv,L2H3,3.500,kg,M6,7.8,207,NA
Opel Movano,Furgon,MY17,2.3,CDTI,110,Cv,L3H2,3.500,kg,M6,8,211,NA
Opel Movano,Furgon,MY17,2.3,CDTI,125,Cv,L1H1,2.800,kg,M6,7.8,207,NA
Opel Movano,Furgon,MY17,2.3,CDTI,125,Cv,L1H1,3.500,kg,M6,7.8,207,NA
Opel Movano,Furgon,MY17,2.3,CDTI,125,Cv,L1H2,3.300,kg,M6,7.8,207,NA
Opel Movano,Furgon,MY17,2.3,CDTI,125,Cv,L1H2,3.500,kg,M6,7.8,207,NA
Opel Movano,Furgon,MY17,2.3,CDTI,125,Cv,L2H2,3.300,kg,M6,7.8,207,NA
Opel Movano,Furgon,MY17,2.3,CDTI,125,Cv,L2H2,3.500,kg,M6,7.8,207,NA
Opel Movano,Furgon,MY17,2.3,CDTI,125,Cv,L2H3,3.500,kg,M6,7.8,207,NA
Opel Movano,Furgon,MY17,2.3,CDTI,125,Cv,L2H3,3.500,kg,M6(FC2),8,211,NA
Opel Movano,Furgon,MY17,2.3,CDTI,125,Cv,L3H2,3.500,kg,M6,8,211,NA
Opel Movano,Furgon,MY17,2.3,CDTI,125,Cv,L3H2,3.500,kg,M6,RG8.9,232,NA
Opel Movano,Furgon,MY17,2.3,CDTI,125,Cv,L3H2,3.500,kg,M6,RS,9.4,246,NA
Opel Movano,Furgon,MY17,2.3,CDTI,125,Cv,L3H3,3.500,kg,M6,8,211,NA
Opel Movano,Furgon,MY17,2.3,CDTI,125,Cv,L3H3,3.500,kg,M6,RG8.9,232,NA
Opel Movano,Furgon,MY17,2.3,CDTI,125,Cv,L3H3,3.500,kg,M6,RS,9.4,246,NA
Opel Movano,Furgon,MY17,2.3,CDTI,125,Cv,L4H2,3.500,kg,M6,RG8.9,232,NA
Opel Movano,Furgon,MY17,2.3,CDTI,125,Cv,L4H3,3.500,kg,M6,RG8.9,232,NA
Opel Movano,Furgon,MY17,2.3,CDTI,Start,&,Stop,136,Cv,L2H2,3.500,kg,M6,6.9,180,NA
Opel Movano,Furgon,MY17,2.3,CDTI,Start,&,Stop,136,Cv,L2H2,3.500,kg,M6(FC2),7,184,NA
